day,hours,store,value
Thursday,1,6,1
Thursday,2,6,0
Thursday,3,6,0
Thursday,4,6,0
Thursday,5,6,0
Thursday,6,6,0
Thursday,7,6,0
Thursday,8,6,0
Thursday,9,6,0
Thursday,10,6,2
Thursday,11,6,1
Thursday,12,6,4
Thursday,13,6,2
Thursday,14,6,1
Thursday,15,6,3
Thursday,16,6,3
Thursday,17,6,4
Thursday,18,6,2
Thursday,19,6,0
Thursday,20,6,3
Thursday,21,6,4
Thursday,22,6,3
Thursday,23,6,4
Thursday,0,7,1
Thursday,1,7,0
Thursday,2,7,0
Thursday,3,7,0
Thursday,4,7,0
Thursday,5,7,0
Thursday,6,7,0
Thursday,7,7,0
Thursday,8,7,0
Thursday,9,7,0
Thursday,10,7,4
Thursday,11,7,0
Thursday,12,7,3
Thursday,13,7,1
Thursday,14,7,2
Thursday,15,7,1
Thursday,16,7,0
Thursday,17,7,1
Thursday,18,7,0
Thursday,19,7,1
Thursday,20,7,2
Thursday,21,7,1
Thursday,22,7,1
Thursday,23,7,4
Thursday,0,8,2
Thursday,1,8,1
Thursday,2,8,0
Thursday,3,8,0
Thursday,4,8,0
Thursday,5,8,0
Thursday,6,8,0
Thursday,7,8,0
Thursday,8,8,0
Thursday,9,8,0
Thursday,10,8,4
Thursday,11,8,4
Thursday,12,8,2
Thursday,13,8,2
Thursday,14,8,4
Thursday,15,8,3
Thursday,16,8,1
Thursday,17,8,3
Thursday,18,8,0
Thursday,19,8,4
Thursday,20,8,1
Thursday,21,8,0
Thursday,22,8,3
Thursday,23,8,1
Thursday,0,9,1
Thursday,1,9,3
Thursday,2,9,0
Thursday,3,9,0
Thursday,4,9,0
Thursday,5,9,0
Thursday,6,9,0
Thursday,7,9,0
Thursday,8,9,0
Thursday,9,9,0
Thursday,10,9,1
Thursday,11,9,0
Thursday,12,9,0
Thursday,13,9,0
Thursday,14,9,4
Thursday,15,9,4
Thursday,16,9,0
Thursday,17,9,1
Thursday,18,9,3
Thursday,19,9,0
Thursday,20,9,3
Thursday,21,9,3
Thursday,22,9,1
Thursday,23,9,3
Thursday,0,10,3
Thursday,1,10,3
Thursday,2,10,0
Thursday,3,10,0
Thursday,4,10,0
Thursday,5,10,0
Thursday,6,10,0
Thursday,7,10,0
Thursday,8,10,0
Thursday,9,10,0
Thursday,10,10,1
Thursday,11,10,4
Thursday,12,10,2
Thursday,13,10,0
Thursday,14,10,0
Thursday,15,10,0
Thursday,16,10,3
Thursday,17,10,4
Thursday,18,10,3
Thursday,19,10,0
Thursday,20,10,1
Thursday,21,10,0
Thursday,22,10,3
Thursday,23,10,4
Thursday,0,11,4
Thursday,1,11,1
Thursday,2,11,0
Thursday,3,11,0
Thursday,4,11,0
Thursday,5,11,0
Thursday,6,11,0
Thursday,7,11,0
Thursday,8,11,0
Thursday,9,11,0
Thursday,10,11,1
Thursday,11,11,2
Thursday,12,11,3
Thursday,13,11,2
Thursday,14,11,2
Thursday,15,11,1
Thursday,16,11,4
Thursday,17,11,2
Thursday,18,11,0
Thursday,19,11,3
Thursday,20,11,2
Thursday,21,11,4
Thursday,22,11,2
Thursday,23,11,2
Thursday,0,12,1
Thursday,1,12,3
Thursday,2,12,0
Thursday,3,12,0
Thursday,4,12,0
Thursday,5,12,0
Thursday,6,12,0
Thursday,7,12,0
Thursday,8,12,0
Thursday,9,12,0
Thursday,10,12,3
Thursday,11,12,3
Thursday,12,12,0
Thursday,13,12,1
Thursday,14,12,2
Thursday,15,12,4
Thursday,16,12,0
Thursday,17,12,0
Thursday,18,12,3
Thursday,19,12,3
Thursday,20,12,1
Thursday,21,12,2
Thursday,22,12,3
Thursday,23,12,2
Thursday,0,13,1
Thursday,1,13,3
Thursday,2,13,0
Thursday,3,13,0
Thursday,4,13,0
Thursday,5,13,0
Thursday,6,13,0
Thursday,7,13,0
Thursday,8,13,0
Thursday,9,13,0
Thursday,10,13,1
Thursday,11,13,2
Thursday,12,13,1
Thursday,13,13,0
Thursday,14,13,3
Thursday,15,13,1
Thursday,16,13,0
Thursday,17,13,1
Thursday,18,13,2
Thursday,19,13,1
Thursday,20,13,0
Thursday,21,13,0
Thursday,22,13,3
Thursday,23,13,2
Thursday,0,14,1
Thursday,1,14,1
Thursday,2,14,0
Thursday,3,14,0
Thursday,4,14,0
Thursday,5,14,0
Thursday,6,14,0
Thursday,7,14,0
Thursday,8,14,0
Thursday,9,14,0
Thursday,10,14,4
Thursday,11,14,2
Thursday,12,14,2
Thursday,13,14,3
Thursday,14,14,0
Thursday,15,14,0
Thursday,16,14,2
Thursday,17,14,1
Thursday,18,14,1
Thursday,19,14,0
Thursday,20,14,2
Thursday,21,14,3
Thursday,22,14,3
Thursday,23,14,2
Thursday,0,15,2
Thursday,1,15,3
Thursday,2,15,0
Thursday,3,15,0
Thursday,4,15,0
Thursday,5,15,0
Thursday,6,15,0
Thursday,7,15,0
Thursday,8,15,0
Thursday,9,15,0
Thursday,10,15,2
Thursday,11,15,0
Thursday,12,15,3
Thursday,13,15,1
Thursday,14,15,2
Thursday,15,15,3
Thursday,16,15,2
Thursday,17,15,3
Thursday,18,15,2
Thursday,19,15,3
Thursday,20,15,1
Thursday,21,15,2
Thursday,22,15,2
Thursday,23,15,4
Thursday,0,16,2
Thursday,1,16,3
Thursday,2,16,0
Thursday,3,16,0
Thursday,4,16,0
Thursday,5,16,0
Thursday,6,16,0
Thursday,7,16,0
Thursday,8,16,0
Thursday,9,16,2
Thursday,10,16,3
Thursday,11,16,0
Thursday,12,16,3
Thursday,13,16,3
Thursday,14,16,4
Thursday,15,16,1
Thursday,16,16,1
Thursday,17,16,1
Thursday,18,16,1
Thursday,19,16,4
Thursday,20,16,3
Thursday,21,16,3
Thursday,22,16,4
Thursday,23,16,2
Thursday,0,17,3
Thursday,1,17,3
Thursday,2,17,0
Thursday,3,17,0
Thursday,4,17,0
Thursday,5,17,0
Thursday,6,17,0
Thursday,7,17,0
Thursday,8,17,0
Thursday,9,17,0
Thursday,10,17,2
Thursday,11,17,1
Thursday,12,17,4
Thursday,13,17,4
Thursday,14,17,2
Thursday,15,17,0
Thursday,16,17,2
Thursday,17,17,0
Thursday,18,17,2
Thursday,19,17,4
Thursday,20,17,2
Thursday,21,17,4
Thursday,22,17,1
Thursday,23,17,4
Thursday,0,18,2
Thursday,1,18,2
Thursday,2,18,0
Thursday,3,18,0
Thursday,4,18,0
Thursday,5,18,0
Thursday,6,18,0
Thursday,7,18,0
Thursday,8,18,0
Thursday,9,18,0
Thursday,10,18,4
Thursday,11,18,2
Thursday,12,18,4
Thursday,13,18,1
Thursday,14,18,4
Thursday,15,18,0
Thursday,16,18,0
Thursday,17,18,0
Thursday,18,18,4
Thursday,19,18,4
Thursday,20,18,3
Thursday,21,18,2
Thursday,22,18,4
Thursday,23,18,3
Thursday,0,19,4
Thursday,1,19,1
Thursday,2,19,0
Thursday,3,19,0
Thursday,4,19,0
Thursday,5,19,0
Thursday,6,19,0
Thursday,7,19,0
Thursday,8,19,0
Thursday,9,19,0
Thursday,10,19,0
Thursday,11,19,3
Thursday,12,19,3
Thursday,13,19,0
Thursday,14,19,1
Thursday,15,19,0
Thursday,16,19,1
Thursday,17,19,2
Thursday,18,19,4
Thursday,19,19,1
Thursday,20,19,1
Thursday,21,19,2
Thursday,22,19,4
Thursday,23,19,3
Thursday,0,20,2
Thursday,1,20,4
Thursday,2,20,0
Thursday,3,20,0
Thursday,4,20,0
Thursday,5,20,0
Thursday,6,20,0
Thursday,7,20,0
Thursday,8,20,0
Thursday,9,20,0
Thursday,10,20,2
Thursday,11,20,3
Thursday,12,20,4
Thursday,13,20,2
Thursday,14,20,1
Thursday,15,20,2
Thursday,16,20,3
Thursday,17,20,2
Thursday,18,20,0
Thursday,19,20,3
Thursday,20,20,0
Thursday,21,20,3
Thursday,22,20,1
Thursday,23,20,2
