day,hours,store,value
Wednesday,7,10,0
Wednesday,8,10,0
Wednesday,9,10,0
Wednesday,10,10,3
Wednesday,11,10,1
Wednesday,12,10,1
Wednesday,13,10,3
Wednesday,14,10,4
Wednesday,15,10,0
Wednesday,16,10,3
Wednesday,17,10,0
Wednesday,18,10,1
Wednesday,19,10,4
Wednesday,20,10,3
Wednesday,21,10,2
Wednesday,22,10,4
Wednesday,23,10,4
Wednesday,0,11,0
Wednesday,1,11,0
Wednesday,2,11,0
Wednesday,3,11,0
Wednesday,4,11,0
Wednesday,5,11,0
Wednesday,6,11,0
Wednesday,7,11,0
Wednesday,8,11,0
Wednesday,9,11,0
Wednesday,10,11,3
Wednesday,11,11,2
Wednesday,12,11,1
Wednesday,13,11,4
Wednesday,14,11,4
Wednesday,15,11,1
Wednesday,16,11,1
Wednesday,17,11,0
Wednesday,18,11,2
Wednesday,19,11,1
Wednesday,20,11,2
Wednesday,21,11,0
Wednesday,22,11,1
Wednesday,23,11,4
Wednesday,0,12,0
Wednesday,1,12,0
Wednesday,2,12,0
Wednesday,3,12,0
Wednesday,4,12,0
Wednesday,5,12,0
Wednesday,6,12,0
Wednesday,7,12,0
Wednesday,8,12,0
Wednesday,9,12,0
Wednesday,10,12,0
Wednesday,11,12,1
Wednesday,12,12,4
Wednesday,13,12,2
Wednesday,14,12,0
Wednesday,15,12,0
Wednesday,16,12,0
Wednesday,17,12,2
Wednesday,18,12,1
Wednesday,19,12,2
Wednesday,20,12,2
Wednesday,21,12,4
Wednesday,22,12,1
Wednesday,23,12,0
Wednesday,0,13,0
Wednesday,1,13,0
Wednesday,2,13,0
Wednesday,3,13,0
Wednesday,4,13,0
Wednesday,5,13,0
Wednesday,6,13,0
Wednesday,7,13,0
Wednesday,8,13,0
Wednesday,9,13,0
Wednesday,10,13,2
Wednesday,11,13,4
Wednesday,12,13,1
Wednesday,13,13,0
Wednesday,14,13,1
Wednesday,15,13,3
Wednesday,16,13,3
Wednesday,17,13,3
Wednesday,18,13,0
Wednesday,19,13,1
Wednesday,20,13,3
Wednesday,21,13,3
Wednesday,22,13,4
Wednesday,23,13,2
Wednesday,0,14,0
Wednesday,1,14,0
Wednesday,2,14,0
Wednesday,3,14,0
Wednesday,4,14,0
Wednesday,5,14,0
Wednesday,6,14,0
Wednesday,7,14,0
Wednesday,8,14,0
Wednesday,9,14,0
Wednesday,10,14,0
Wednesday,11,14,3
Wednesday,12,14,1
Wednesday,13,14,4
Wednesday,14,14,0
Wednesday,15,14,1
Wednesday,16,14,2
Wednesday,17,14,3
Wednesday,18,14,3
Wednesday,19,14,3
Wednesday,20,14,2
Wednesday,21,14,4
Wednesday,22,14,4
Wednesday,23,14,1
Wednesday,0,15,0
Wednesday,1,15,0
Wednesday,2,15,0
Wednesday,3,15,0
Wednesday,4,15,0
Wednesday,5,15,0
Wednesday,6,15,0
Wednesday,7,15,0
Wednesday,8,15,0
Wednesday,9,15,0
Wednesday,10,15,0
Wednesday,11,15,3
Wednesday,12,15,3
Wednesday,13,15,2
Wednesday,14,15,1
Wednesday,15,15,1
Wednesday,16,15,3
Wednesday,17,15,4
Wednesday,18,15,4
Wednesday,19,15,2
Wednesday,20,15,0
Wednesday,21,15,0
Wednesday,22,15,0
Wednesday,23,15,1
Wednesday,0,16,0
Wednesday,1,16,0
Wednesday,2,16,0
Wednesday,3,16,0
Wednesday,4,16,0
Wednesday,5,16,0
Wednesday,6,16,0
Wednesday,7,16,0
Wednesday,8,16,0
Wednesday,9,16,2
Wednesday,10,16,1
Wednesday,11,16,0
Wednesday,12,16,1
Wednesday,13,16,1
Wednesday,14,16,4
Wednesday,15,16,1
Wednesday,16,16,1
Wednesday,17,16,1
Wednesday,18,16,2
Wednesday,19,16,0
Wednesday,20,16,1
Wednesday,21,16,0
Wednesday,22,16,2
Wednesday,23,16,0
Wednesday,0,17,0
Wednesday,1,17,0
Wednesday,2,17,0
Wednesday,3,17,0
Wednesday,4,17,0
Wednesday,5,17,0
Wednesday,6,17,0
Wednesday,7,17,0
Wednesday,8,17,0
Wednesday,9,17,0
Wednesday,10,17,4
Wednesday,11,17,2
Wednesday,12,17,3
Wednesday,13,17,2
Wednesday,14,17,1
Wednesday,15,17,1
Wednesday,16,17,4
Wednesday,17,17,0
Wednesday,18,17,3
Wednesday,19,17,2
Wednesday,20,17,0
Wednesday,21,17,3
Wednesday,22,17,3
Wednesday,23,17,0
Wednesday,0,18,0
Wednesday,1,18,0
Wednesday,2,18,0
Wednesday,3,18,0
Wednesday,4,18,0
Wednesday,5,18,0
Wednesday,6,18,0
Wednesday,7,18,0
Wednesday,8,18,0
Wednesday,9,18,0
Wednesday,10,18,3
Wednesday,11,18,3
Wednesday,12,18,3
Wednesday,13,18,0
Wednesday,14,18,3
Wednesday,15,18,4
Wednesday,16,18,0
Wednesday,17,18,4
Wednesday,18,18,4
Wednesday,19,18,4
Wednesday,20,18,4
Wednesday,21,18,0
Wednesday,22,18,2
Wednesday,23,18,3
Wednesday,0,19,0
Wednesday,1,19,0
Wednesday,2,19,0
Wednesday,3,19,0
Wednesday,4,19,0
Wednesday,5,19,0
Wednesday,6,19,0
Wednesday,7,19,0
Wednesday,8,19,0
Wednesday,9,19,0
Wednesday,10,19,1
Wednesday,11,19,4
Wednesday,12,19,2
Wednesday,13,19,1
Wednesday,14,19,0
Wednesday,15,19,4
Wednesday,16,19,1
Wednesday,17,19,1
Wednesday,18,19,3
Wednesday,19,19,3
Wednesday,20,19,3
Wednesday,21,19,3
Wednesday,22,19,4
Wednesday,23,19,0
Wednesday,0,20,0
Wednesday,1,20,0
Wednesday,2,20,0
Wednesday,3,20,0
Wednesday,4,20,0
Wednesday,5,20,0
Wednesday,6,20,0
Wednesday,7,20,0
Wednesday,8,20,0
Wednesday,9,20,0
Wednesday,10,20,0
Wednesday,11,20,0
Wednesday,12,20,4
Wednesday,13,20,1
Wednesday,14,20,2
Wednesday,15,20,2
Wednesday,16,20,4
Wednesday,17,20,4
Wednesday,18,20,2
Wednesday,19,20,4
Wednesday,20,20,1
Wednesday,21,20,3
Wednesday,22,20,2
Wednesday,23,20,1
