day,hours,store,value
Saturday,0,5,3
Saturday,1,5,4
Saturday,2,5,0
Saturday,3,5,0
Saturday,4,5,0
Saturday,5,5,0
Saturday,6,5,0
Saturday,7,5,0
Saturday,8,5,0
Saturday,9,5,0
Saturday,10,5,3
Saturday,11,5,2
Saturday,12,5,4
Saturday,13,5,2
Saturday,14,5,1
Saturday,15,5,4
Saturday,16,5,0
Saturday,17,5,1
Saturday,18,5,1
Saturday,19,5,2
Saturday,20,5,3
Saturday,21,5,2
Saturday,22,5,0
Saturday,23,5,0
Saturday,0,6,4
Saturday,1,6,0
Saturday,2,6,0
Saturday,3,6,0
Saturday,4,6,0
Saturday,5,6,0
Saturday,6,6,0
Saturday,7,6,0
Saturday,8,6,0
Saturday,9,6,0
Saturday,10,6,0
Saturday,11,6,4
Saturday,12,6,2
Saturday,13,6,2
Saturday,14,6,1
Saturday,15,6,2
Saturday,16,6,1
Saturday,17,6,4
Saturday,18,6,3
Saturday,19,6,4
Saturday,20,6,3
Saturday,21,6,3
Saturday,22,6,1
Saturday,23,6,1
Saturday,0,7,0
Saturday,1,7,1
Saturday,2,7,0
Saturday,3,7,0
Saturday,4,7,0
Saturday,5,7,0
Saturday,6,7,0
Saturday,7,7,0
Saturday,8,7,0
Saturday,9,7,0
Saturday,10,7,2
Saturday,11,7,0
Saturday,12,7,3
Saturday,13,7,4
Saturday,14,7,2
Saturday,15,7,2
Saturday,16,7,0
Saturday,17,7,0
Saturday,18,7,1
Saturday,19,7,4
Saturday,20,7,2
Saturday,21,7,4
Saturday,22,7,1
Saturday,23,7,1
Saturday,0,8,3
Saturday,1,8,4
Saturday,2,8,0
Saturday,3,8,0
Saturday,4,8,0
Saturday,5,8,0
Saturday,6,8,0
Saturday,7,8,0
Saturday,8,8,0
Saturday,9,8,0
Saturday,10,8,0
Saturday,11,8,3
Saturday,12,8,3
Saturday,13,8,1
Saturday,14,8,0
Saturday,15,8,3
Saturday,16,8,0
Saturday,17,8,1
Saturday,18,8,4
Saturday,19,8,4
Saturday,20,8,4
Saturday,21,8,0
Saturday,22,8,0
Saturday,23,8,2
Saturday,0,9,4
Saturday,1,9,1
Saturday,2,9,0
Saturday,3,9,0
Saturday,4,9,0
Saturday,5,9,0
Saturday,6,9,0
Saturday,7,9,0
Saturday,8,9,0
Saturday,9,9,0
Saturday,10,9,3
Saturday,11,9,0
Saturday,12,9,2
Saturday,13,9,2
Saturday,14,9,4
Saturday,15,9,1
Saturday,16,9,2
Saturday,17,9,0
Saturday,18,9,0
Saturday,19,9,0
Saturday,20,9,2
Saturday,21,9,2
Saturday,22,9,4
Saturday,23,9,4
Saturday,0,10,2
Saturday,1,10,3
Saturday,2,10,0
Saturday,3,10,0
Saturday,4,10,0
Saturday,5,10,0
Saturday,6,10,0
Saturday,7,10,0
Saturday,8,10,0
Saturday,9,10,0
Saturday,10,10,4
Saturday,11,10,0
Saturday,12,10,0
Saturday,13,10,1
Saturday,14,10,4
Saturday,15,10,3
Saturday,16,10,2
Saturday,17,10,1
Saturday,18,10,4
Saturday,19,10,4
Saturday,20,10,0
Saturday,21,10,2
Saturday,22,10,1
Saturday,23,10,4
Saturday,0,11,0
Saturday,1,11,0
Saturday,2,11,0
Saturday,3,11,0
Saturday,4,11,0
Saturday,5,11,0
Saturday,6,11,0
Saturday,7,11,0
Saturday,8,11,0
Saturday,9,11,0
Saturday,10,11,2
Saturday,11,11,0
Saturday,12,11,1
Saturday,13,11,0
Saturday,14,11,3
Saturday,15,11,2
Saturday,16,11,1
Saturday,17,11,0
Saturday,18,11,0
Saturday,19,11,4
Saturday,20,11,4
Saturday,21,11,2
Saturday,22,11,1
Saturday,23,11,1
Saturday,0,12,3
Saturday,1,12,4
Saturday,2,12,0
Saturday,3,12,0
Saturday,4,12,0
Saturday,5,12,0
Saturday,6,12,0
Saturday,7,12,0
Saturday,8,12,0
Saturday,9,12,0
Saturday,10,12,4
Saturday,11,12,1
Saturday,12,12,4
Saturday,13,12,3
Saturday,14,12,4
Saturday,15,12,4
Saturday,16,12,1
Saturday,17,12,3
Saturday,18,12,4
Saturday,19,12,2
Saturday,20,12,3
Saturday,21,12,0
Saturday,22,12,1
Saturday,23,12,4
Saturday,0,13,4
Saturday,1,13,2
Saturday,2,13,0
Saturday,3,13,0
Saturday,4,13,0
Saturday,5,13,0
Saturday,6,13,0
Saturday,7,13,0
Saturday,8,13,0
Saturday,9,13,0
Saturday,10,13,4
Saturday,11,13,3
Saturday,12,13,1
Saturday,13,13,4
Saturday,14,13,4
Saturday,15,13,3
Saturday,16,13,2
Saturday,17,13,0
Saturday,18,13,0
Saturday,19,13,0
Saturday,20,13,1
Saturday,21,13,4
Saturday,22,13,0
Saturday,23,13,0
Saturday,0,14,1
Saturday,1,14,4
Saturday,2,14,0
Saturday,3,14,0
Saturday,4,14,0
Saturday,5,14,0
Saturday,6,14,0
Saturday,7,14,0
Saturday,8,14,0
Saturday,9,14,0
Saturday,10,14,3
Saturday,11,14,1
Saturday,12,14,4
Saturday,13,14,1
Saturday,14,14,2
Saturday,15,14,3
Saturday,16,14,1
Saturday,17,14,4
Saturday,18,14,2
Saturday,19,14,2
Saturday,20,14,1
Saturday,21,14,2
Saturday,22,14,4
Saturday,23,14,0
Saturday,0,15,1
Saturday,1,15,2
Saturday,2,15,0
Saturday,3,15,0
Saturday,4,15,0
Saturday,5,15,0
Saturday,6,15,0
Saturday,7,15,0
Saturday,8,15,0
Saturday,9,15,0
Saturday,10,15,3
Saturday,11,15,1
Saturday,12,15,0
Saturday,13,15,0
Saturday,14,15,1
Saturday,15,15,4
Saturday,16,15,0
Saturday,17,15,3
Saturday,18,15,4
Saturday,19,15,2
Saturday,20,15,2
Saturday,21,15,1
Saturday,22,15,1
Saturday,23,15,4
Saturday,0,16,2
Saturday,1,16,4
Saturday,2,16,0
Saturday,3,16,0
Saturday,4,16,0
Saturday,5,16,0
Saturday,6,16,0
Saturday,7,16,0
Saturday,8,16,0
Saturday,9,16,2
Saturday,10,16,1
Saturday,11,16,2
Saturday,12,16,4
Saturday,13,16,2
Saturday,14,16,0
Saturday,15,16,2
Saturday,16,16,3
Saturday,17,16,1
Saturday,18,16,3
Saturday,19,16,3
Saturday,20,16,1
Saturday,21,16,4
Saturday,22,16,0
Saturday,23,16,4
Saturday,0,17,4
Saturday,1,17,3
Saturday,2,17,0
Saturday,3,17,0
Saturday,4,17,0
Saturday,5,17,0
Saturday,6,17,0
Saturday,7,17,0
Saturday,8,17,0
Saturday,9,17,0
Saturday,10,17,2
Saturday,11,17,2
Saturday,12,17,0
Saturday,13,17,2
Saturday,14,17,2
Saturday,15,17,2
Saturday,16,17,2
Saturday,17,17,3
Saturday,18,17,0
Saturday,19,17,3
Saturday,20,17,4
Saturday,21,17,4
Saturday,22,17,1
Saturday,23,17,4
Saturday,0,18,1
Saturday,1,18,2
Saturday,2,18,0
Saturday,3,18,0
Saturday,4,18,0
Saturday,5,18,0
Saturday,6,18,0
Saturday,7,18,0
Saturday,8,18,0
Saturday,9,18,0
Saturday,10,18,3
Saturday,11,18,4
Saturday,12,18,0
Saturday,13,18,4
Saturday,14,18,2
Saturday,15,18,0
Saturday,16,18,1
Saturday,17,18,3
Saturday,18,18,1
Saturday,19,18,4
Saturday,20,18,3
Saturday,21,18,1
Saturday,22,18,3
Saturday,23,18,4
Saturday,0,19,1
Saturday,1,19,4
Saturday,2,19,0
Saturday,3,19,0
Saturday,4,19,0
Saturday,5,19,0
Saturday,6,19,0
Saturday,7,19,0
Saturday,8,19,0
Saturday,9,19,0
Saturday,10,19,2
Saturday,11,19,1
Saturday,12,19,1
Saturday,13,19,3
Saturday,14,19,0
Saturday,15,19,0
Saturday,16,19,4
Saturday,17,19,4
Saturday,18,19,1
Saturday,19,19,0
Saturday,20,19,1
Saturday,21,19,3
Saturday,22,19,1
Saturday,23,19,4
Saturday,0,20,3
Saturday,1,20,1
Saturday,2,20,0
Saturday,3,20,0
Saturday,4,20,0
Saturday,5,20,0
Saturday,6,20,0
Saturday,7,20,0
Saturday,8,20,0
Saturday,9,20,0
Saturday,10,20,0
Saturday,11,20,4
Saturday,12,20,2
Saturday,13,20,3
Saturday,14,20,0
Saturday,15,20,4
Saturday,16,20,2
Saturday,17,20,0
Saturday,18,20,1
Saturday,19,20,2
Saturday,20,20,0
Saturday,21,20,1
Saturday,22,20,3
Saturday,23,20,4
