day,hours,store,value
Sunday,2,10,0
Sunday,3,10,0
Sunday,4,10,0
Sunday,5,10,0
Sunday,6,10,0
Sunday,7,10,0
Sunday,8,10,0
Sunday,9,10,0
Sunday,10,10,1
Sunday,11,10,3
Sunday,12,10,0
Sunday,13,10,1
Sunday,14,10,2
Sunday,15,10,4
Sunday,16,10,4
Sunday,17,10,3
Sunday,18,10,2
Sunday,19,10,0
Sunday,20,10,2
Sunday,21,10,2
Sunday,22,10,2
Sunday,23,10,4
Sunday,0,11,0
Sunday,1,11,0
Sunday,2,11,0
Sunday,3,11,0
Sunday,4,11,0
Sunday,5,11,0
Sunday,6,11,0
Sunday,7,11,0
Sunday,8,11,0
Sunday,9,11,0
Sunday,10,11,4
Sunday,11,11,3
Sunday,12,11,0
Sunday,13,11,1
Sunday,14,11,1
Sunday,15,11,2
Sunday,16,11,0
Sunday,17,11,3
Sunday,18,11,0
Sunday,19,11,0
Sunday,20,11,4
Sunday,21,11,2
Sunday,22,11,4
Sunday,23,11,3
Sunday,0,12,0
Sunday,1,12,0
Sunday,2,12,0
Sunday,3,12,0
Sunday,4,12,0
Sunday,5,12,0
Sunday,6,12,0
Sunday,7,12,0
Sunday,8,12,0
Sunday,9,12,0
Sunday,10,12,3
Sunday,11,12,4
Sunday,12,12,4
Sunday,13,12,3
Sunday,14,12,0
Sunday,15,12,4
Sunday,16,12,2
Sunday,17,12,3
Sunday,18,12,0
Sunday,19,12,1
Sunday,20,12,0
Sunday,21,12,1
Sunday,22,12,1
Sunday,23,12,4
Sunday,0,13,0
Sunday,1,13,0
Sunday,2,13,0
Sunday,3,13,0
Sunday,4,13,0
Sunday,5,13,0
Sunday,6,13,0
Sunday,7,13,0
Sunday,8,13,0
Sunday,9,13,0
Sunday,10,13,1
Sunday,11,13,0
Sunday,12,13,4
Sunday,13,13,0
Sunday,14,13,3
Sunday,15,13,4
Sunday,16,13,4
Sunday,17,13,1
Sunday,18,13,3
Sunday,19,13,1
Sunday,20,13,4
Sunday,21,13,1
Sunday,22,13,0
Sunday,23,13,3
Sunday,0,14,0
Sunday,1,14,0
Sunday,2,14,0
Sunday,3,14,0
Sunday,4,14,0
Sunday,5,14,0
Sunday,6,14,0
Sunday,7,14,0
Sunday,8,14,0
Sunday,9,14,0
Sunday,10,14,4
Sunday,11,14,4
Sunday,12,14,4
Sunday,13,14,3
Sunday,14,14,3
Sunday,15,14,0
Sunday,16,14,3
Sunday,17,14,1
Sunday,18,14,0
Sunday,19,14,3
Sunday,20,14,0
Sunday,21,14,2
Sunday,22,14,2
Sunday,23,14,0
Sunday,0,15,0
Sunday,1,15,0
Sunday,2,15,0
Sunday,3,15,0
Sunday,4,15,0
Sunday,5,15,0
Sunday,6,15,0
Sunday,7,15,0
Sunday,8,15,0
Sunday,9,15,0
Sunday,10,15,2
Sunday,11,15,1
Sunday,12,15,4
Sunday,13,15,1
Sunday,14,15,2
Sunday,15,15,3
Sunday,16,15,0
Sunday,17,15,2
Sunday,18,15,3
Sunday,19,15,3
Sunday,20,15,1
Sunday,21,15,1
Sunday,22,15,0
Sunday,23,15,3
Sunday,0,16,0
Sunday,1,16,0
Sunday,2,16,0
Sunday,3,16,0
Sunday,4,16,0
Sunday,5,16,0
Sunday,6,16,0
Sunday,7,16,0
Sunday,8,16,0
Sunday,9,16,2
Sunday,10,16,0
Sunday,11,16,3
Sunday,12,16,2
Sunday,13,16,4
Sunday,14,16,3
Sunday,15,16,3
Sunday,16,16,1
Sunday,17,16,4
Sunday,18,16,0
Sunday,19,16,0
Sunday,20,16,3
Sunday,21,16,2
Sunday,22,16,4
Sunday,23,16,1
Sunday,0,17,0
Sunday,1,17,0
Sunday,2,17,0
Sunday,3,17,0
Sunday,4,17,0
Sunday,5,17,0
Sunday,6,17,0
Sunday,7,17,0
Sunday,8,17,0
Sunday,9,17,0
Sunday,10,17,4
Sunday,11,17,1
Sunday,12,17,1
Sunday,13,17,2
Sunday,14,17,3
Sunday,15,17,0
Sunday,16,17,3
Sunday,17,17,3
Sunday,18,17,3
Sunday,19,17,3
Sunday,20,17,0
Sunday,21,17,3
Sunday,22,17,2
Sunday,23,17,4
Sunday,0,18,0
Sunday,1,18,0
Sunday,2,18,0
Sunday,3,18,0
Sunday,4,18,0
Sunday,5,18,0
Sunday,6,18,0
Sunday,7,18,0
Sunday,8,18,0
Sunday,9,18,0
Sunday,10,18,1
Sunday,11,18,4
Sunday,12,18,3
Sunday,13,18,4
Sunday,14,18,2
Sunday,15,18,0
Sunday,16,18,4
Sunday,17,18,2
Sunday,18,18,2
Sunday,19,18,0
Sunday,20,18,0
Sunday,21,18,3
Sunday,22,18,2
Sunday,23,18,2
Sunday,0,19,0
Sunday,1,19,0
Sunday,2,19,0
Sunday,3,19,0
Sunday,4,19,0
Sunday,5,19,0
Sunday,6,19,0
Sunday,7,19,0
Sunday,8,19,0
Sunday,9,19,0
Sunday,10,19,1
Sunday,11,19,4
Sunday,12,19,4
Sunday,13,19,0
Sunday,14,19,0
Sunday,15,19,2
Sunday,16,19,4
Sunday,17,19,3
Sunday,18,19,0
Sunday,19,19,2
Sunday,20,19,2
Sunday,21,19,0
Sunday,22,19,0
Sunday,23,19,0
Sunday,0,20,0
Sunday,1,20,0
Sunday,2,20,0
Sunday,3,20,0
Sunday,4,20,0
Sunday,5,20,0
Sunday,6,20,0
Sunday,7,20,0
Sunday,8,20,0
Sunday,9,20,0
Sunday,10,20,2
Sunday,11,20,2
Sunday,12,20,4
Sunday,13,20,1
Sunday,14,20,4
Sunday,15,20,3
Sunday,16,20,4
Sunday,17,20,2
Sunday,18,20,0
Sunday,19,20,4
Sunday,20,20,2
Sunday,21,20,1
Sunday,22,20,2
Sunday,23,20,4
