day,hours,store,value
Monday,23,16,1
Monday,0,17,0
Monday,1,17,0
Monday,2,17,0
Monday,3,17,0
Monday,4,17,0
Monday,5,17,0
Monday,6,17,0
Monday,7,17,0
Monday,8,17,3
Monday,9,17,3
Monday,10,17,2
Monday,11,17,1
Monday,12,17,1
Monday,13,17,3
Monday,14,17,1
Monday,15,17,3
Monday,16,17,2
Monday,17,17,4
Monday,18,17,0
Monday,19,17,4
Monday,20,17,4
Monday,21,17,3
Monday,22,17,2
Monday,23,17,3
Monday,0,18,0
Monday,1,18,0
Monday,2,18,0
Monday,3,18,0
Monday,4,18,0
Monday,5,18,0
Monday,6,18,0
Monday,7,18,0
Monday,8,18,1
Monday,9,18,3
Monday,10,18,0
Monday,11,18,4
Monday,12,18,4
Monday,13,18,1
Monday,14,18,0
Monday,15,18,1
Monday,16,18,1
Monday,17,18,3
Monday,18,18,3
Monday,19,18,0
Monday,20,18,0
Monday,21,18,4
Monday,22,18,3
Monday,23,18,0
Monday,0,19,0
Monday,1,19,0
Monday,2,19,0
Monday,3,19,0
Monday,4,19,0
Monday,5,19,0
Monday,6,19,0
Monday,7,19,0
Monday,8,19,4
Monday,9,19,4
Monday,10,19,1
Monday,11,19,1
Monday,12,19,0
Monday,13,19,2
Monday,14,19,3
Monday,15,19,2
Monday,16,19,1
Monday,17,19,1
Monday,18,19,2
Monday,19,19,2
Monday,20,19,4
Monday,21,19,0
Monday,22,19,1
Monday,23,19,4
Monday,0,20,0
Monday,1,20,0
Monday,2,20,0
Monday,3,20,0
Monday,4,20,0
Monday,5,20,0
Monday,6,20,0
Monday,7,20,0
Monday,8,20,0
Monday,9,20,2
Monday,10,20,0
Monday,11,20,4
Monday,12,20,3
Monday,13,20,1
Monday,14,20,3
Monday,15,20,2
Monday,16,20,1
Monday,17,20,4
Monday,18,20,4
Monday,19,20,3
Monday,20,20,2
Monday,21,20,3
Monday,22,20,3
Monday,23,20,4
